UPI_ref_no,Payer_UPI_id,Payee_UPI_id,Txn_amt,eventTime___,Txn_date,eventHour,week_day
346596139683,ac1001@okaxis,xq9905@okhdfcbank,3658,2022-06-20 17:33:28.000000 UTC,2022-06-20,17,2
500635816695,ac1001@okaxis,xq9905@okhdfcbank,3032,2022-04-11 18:22:31.000000 UTC,2022-04-11,18,2
507139716158,ac1001@okaxis,xq9905@okhdfcbank,3979,2022-06-06 08:35:26.000000 UTC,2022-06-06,8,2
897586050040,ac1001@okaxis,xq9905@okhdfcbank,3874,2022-09-19 08:34:27.000000 UTC,2022-09-19,8,2
958795246196,ac1001@okaxis,xq9905@okhdfcbank,3223,2022-01-17 19:36:33.000000 UTC,2022-01-17,19,2
906277178654,ac1001@okaxis,xq9905@okhdfcbank,3616,2022-07-25 14:32:21.000000 UTC,2022-07-25,14,2
815268126127,ac1001@okaxis,xq9905@okhdfcbank,3979,2022-05-23 19:27:22.000000 UTC,2022-05-23,19,2
684476783740,ac1001@okaxis,xq9905@okhdfcbank,3810,2022-01-10 13:41:44.000000 UTC,2022-01-10,13,2
939979435709,ac1001@okaxis,xq9905@okhdfcbank,3159,2022-04-04 19:34:31.000000 UTC,2022-04-04,19,2
477232942050,ac1001@okaxis,xq9905@okhdfcbank,3910,2022-06-13 16:20:16.000000 UTC,2022-06-13,16,2
432832252034,ac1001@okaxis,xq9905@okhdfcbank,3040,2022-09-12 17:36:43.000000 UTC,2022-09-12,17,2
949957377640,aa1001@okhdfcbank,xc1001@oksbi,6470,2022-02-15 17:36:28.000000 UTC,2022-02-15,17,3
146071091416,aa1001@okhdfcbank,xc1001@oksbi,6628,2022-06-07 08:35:30.000000 UTC,2022-06-07,8,3
754824333042,aa1001@okhdfcbank,xc1001@oksbi,6557,2022-01-18 10:35:33.000000 UTC,2022-01-18,10,3
72374221595,aa1001@okhdfcbank,xc1001@oksbi,6256,2022-05-10 14:42:25.000000 UTC,2022-05-10,14,3
80444681504,aa1001@okhdfcbank,xc1001@oksbi,6864,2022-02-15 15:34:31.000000 UTC,2022-02-15,15,3
24292326843,aa1001@okhdfcbank,xc1001@oksbi,7049,2022-08-16 13:41:41.000000 UTC,2022-08-16,13,3
237140498631,aa1001@okhdfcbank,xc1001@oksbi,6955,2022-09-13 16:22:38.000000 UTC,2022-09-13,16,3
425142443502,aa1001@okhdfcbank,xc1001@oksbi,6537,2022-09-20 13:27:37.000000 UTC,2022-09-20,13,3
129068223523,aa1001@okhdfcbank,xc1001@oksbi,6217,2022-03-15 19:19:20.000000 UTC,2022-03-15,19,3
262049677751,aa1001@okhdfcbank,xc1001@oksbi,6805,2022-07-19 14:30:31.000000 UTC,2022-07-19,14,3
218520069113,aa1001@okhdfcbank,xc1001@oksbi,6430,2022-09-13 15:22:36.000000 UTC,2022-09-13,15,3
11200990173,aa1001@okhdfcbank,xc1001@oksbi,6603,2022-03-15 11:30:35.000000 UTC,2022-03-15,11,3
470179158528,aa1001@okhdfcbank,xc1001@oksbi,6244,2022-04-26 19:31:29.000000 UTC,2022-04-26,19,3
539185721830,aa1001@okhdfcbank,xc1001@oksbi,6211,2022-10-04 12:24:42.000000 UTC,2022-10-04,12,3
973954626204,ad2001@yesbank,xh6699@icici,13307,2022-08-16 14:23:27.000000 UTC,2022-08-16,14,3
362209116882,ad2001@yesbank,xh6699@icici,13301,2022-09-13 11:41:35.000000 UTC,2022-09-13,11,3
506799427893,ad2001@yesbank,xh6699@icici,13630,2022-02-15 15:41:33.000000 UTC,2022-02-15,15,3
65223048235,ad2001@yesbank,xh6699@icici,13427,2022-04-12 18:41:37.000000 UTC,2022-04-12,18,3
947745282106,ad2001@yesbank,xh6699@icici,13560,2022-01-18 08:15:39.000000 UTC,2022-01-18,8,3
384195169667,ad2001@yesbank,xh6699@icici,13576,2022-05-10 12:32:39.000000 UTC,2022-05-10,12,3
183767295604,ad2001@yesbank,xh6699@icici,13989,2022-07-19 08:29:38.000000 UTC,2022-07-19,8,3
530485041618,ad2001@yesbank,xh6699@icici,13345,2022-04-12 19:31:21.000000 UTC,2022-04-12,19,3
260791256845,ad2001@yesbank,xh6699@icici,13319,2022-09-13 19:24:32.000000 UTC,2022-09-13,19,3
769748505655,ad2001@yesbank,xh6699@icici,13998,2022-03-15 17:29:22.000000 UTC,2022-03-15,17,3
613641784428,ad2001@yesbank,xh6699@icici,13386,2022-08-16 19:20:26.000000 UTC,2022-08-16,19,3
307923386689,ad2001@yesbank,xh6699@icici,13682,2022-07-19 11:38:22.000000 UTC,2022-07-19,11,3
912693514837,ad2001@yesbank,xh6699@icici,13688,2022-07-19 13:29:19.000000 UTC,2022-07-19,13,3
997806175429,ad2001@yesbank,xh6699@icici,13495,2022-06-21 19:20:35.000000 UTC,2022-06-21,19,3
384582375047,ad2001@yesbank,xh6699@icici,13336,2022-08-16 10:22:28.000000 UTC,2022-08-16,10,3
947966681150,ad2001@yesbank,xh6699@icici,13752,2022-09-06 16:23:30.000000 UTC,2022-09-06,16,3
984064456132,ad2001@yesbank,xh6699@icici,13998,2022-01-18 18:19:48.000000 UTC,2022-01-18,18,3
349477742752,ad2001@yesbank,xh6699@icici,13143,2022-09-27 13:29:23.000000 UTC,2022-09-27,13,3
317522336502,ad2001@yesbank,xh6699@icici,13697,2022-03-15 19:28:24.000000 UTC,2022-03-15,19,3
822247349129,ad2001@yesbank,xh6699@icici,13948,2022-06-14 19:26:30.000000 UTC,2022-06-14,19,3
898894810870,ad2001@yesbank,xh6699@icici,13658,2022-01-11 10:21:23.000000 UTC,2022-01-11,10,3
871043554482,ad2001@yesbank,xh6699@icici,13463,2022-08-16 12:36:33.000000 UTC,2022-08-16,12,3
18279235852,ad2001@yesbank,xh6699@icici,13381,2022-02-08 12:29:37.000000 UTC,2022-02-08,12,3
388966933236,ad2001@yesbank,xh6699@icici,13927,2022-04-19 18:11:22.000000 UTC,2022-04-19,18,3
178404452220,ad2001@yesbank,xh6699@icici,13177,2022-08-09 11:25:18.000000 UTC,2022-08-09,11,3
671446666854,ad2001@yesbank,xh6699@icici,13657,2022-01-11 15:38:27.000000 UTC,2022-01-11,15,3
619643549833,ad2001@yesbank,xh6699@icici,13314,2022-05-10 08:30:34.000000 UTC,2022-05-10,8,3
141186186506,ad2001@yesbank,xh6699@icici,13489,2022-09-13 14:33:29.000000 UTC,2022-09-13,14,3
157919442830,ad2001@yesbank,xh6699@icici,13051,2022-01-11 12:23:25.000000 UTC,2022-01-11,12,3
211988850913,ad2001@yesbank,xh6699@icici,13032,2022-04-12 19:31:39.000000 UTC,2022-04-12,19,3
478656979047,ad2001@yesbank,xh6699@icici,13857,2022-07-19 19:34:30.000000 UTC,2022-07-19,19,3
826827379067,ad2001@yesbank,xh6699@icici,14054,2022-03-08 17:26:35.000000 UTC,2022-03-08,17,3
72743751612,ad2001@yesbank,xh6699@icici,13456,2022-02-15 14:24:28.000000 UTC,2022-02-15,14,3
960889478196,ad2001@yesbank,xh6699@icici,13782,2022-08-16 19:37:23.000000 UTC,2022-08-16,19,3
445084604059,ad2001@yesbank,xh6699@icici,13242,2022-03-15 12:41:39.000000 UTC,2022-03-15,12,3
158200435230,ad2001@yesbank,xh6699@icici,13082,2022-02-22 19:23:32.000000 UTC,2022-02-22,19,3
598093404331,ad2001@yesbank,xh6699@icici,13577,2022-01-11 15:41:25.000000 UTC,2022-01-11,15,3
599769213778,ad2001@yesbank,xh6699@icici,13421,2022-09-13 16:28:28.000000 UTC,2022-09-13,16,3
266573203393,ad2001@yesbank,xi9811@paytm,9243,2022-02-08 16:37:20.000000 UTC,2022-02-08,16,3
303865056997,ad2001@yesbank,xi9811@paytm,9585,2022-10-04 18:30:36.000000 UTC,2022-10-04,18,3
40629370365,ad2001@yesbank,xi9811@paytm,10031,2022-02-15 19:29:14.000000 UTC,2022-02-15,19,3
174328869366,ad2001@yesbank,xi9811@paytm,9941,2022-08-09 19:24:14.000000 UTC,2022-08-09,19,3
131383773975,ad2001@yesbank,xi9811@paytm,9915,2022-03-22 15:27:25.000000 UTC,2022-03-22,15,3
605068966715,ad2001@yesbank,xi9811@paytm,9219,2022-01-18 08:30:42.000000 UTC,2022-01-18,8,3
261243273260,ad2001@yesbank,xi9811@paytm,9593,2022-05-17 13:24:36.000000 UTC,2022-05-17,13,3
282462034258,ad2001@yesbank,xi9811@paytm,10104,2022-06-14 19:27:29.000000 UTC,2022-06-14,19,3
837661915353,ad2001@yesbank,xi9811@paytm,9935,2022-06-14 14:35:25.000000 UTC,2022-06-14,14,3
789923852663,ad2001@yesbank,xi9811@paytm,9959,2022-02-15 08:29:36.000000 UTC,2022-02-15,8,3
279554150325,ad2001@yesbank,xi9811@paytm,9498,2022-07-12 08:29:31.000000 UTC,2022-07-12,8,3
250247681747,ad2001@yesbank,xi9811@paytm,9648,2022-02-15 13:24:22.000000 UTC,2022-02-15,13,3
897227474631,ad2001@yesbank,xi9811@paytm,9458,2022-04-05 17:26:21.000000 UTC,2022-04-05,17,3
64063666008,ad2001@yesbank,xi9811@paytm,10051,2022-04-12 13:30:34.000000 UTC,2022-04-12,13,3
280653450601,ad2001@yesbank,xi9811@paytm,9666,2022-02-15 11:28:22.000000 UTC,2022-02-15,11,3
299655834308,ad2001@yesbank,xi9811@paytm,10035,2022-02-22 10:35:24.000000 UTC,2022-02-22,10,3
542124004358,ad2001@yesbank,xi9811@paytm,9217,2022-05-10 08:38:32.000000 UTC,2022-05-10,8,3
79849461893,ad2001@yesbank,xi9811@paytm,9949,2022-08-16 14:39:32.000000 UTC,2022-08-16,14,3
496258872810,ad2001@yesbank,xi9811@paytm,9340,2022-08-09 17:26:29.000000 UTC,2022-08-09,17,3
533917361179,ad2001@yesbank,xi9811@paytm,9210,2022-03-15 11:35:34.000000 UTC,2022-03-15,11,3
16852800019,ad2001@yesbank,xi9811@paytm,9863,2022-07-12 08:18:18.000000 UTC,2022-07-12,8,3
917847996080,ad2001@yesbank,xi9811@paytm,9529,2022-07-12 19:30:25.000000 UTC,2022-07-12,19,3
442060486185,ad2001@yesbank,xi9811@paytm,9662,2022-02-15 18:33:35.000000 UTC,2022-02-15,18,3
71178406431,ad2001@yesbank,xi9811@paytm,9602,2022-07-19 19:36:18.000000 UTC,2022-07-19,19,3
777114952536,ad2001@yesbank,xi9811@paytm,9033,2022-05-17 12:39:36.000000 UTC,2022-05-17,12,3
749105919898,ad2001@yesbank,xi9811@paytm,9911,2022-08-16 12:27:43.000000 UTC,2022-08-16,12,3
273414521549,ad2001@yesbank,xi9811@paytm,9373,2022-03-22 13:34:32.000000 UTC,2022-03-22,13,3
612744840621,ad2001@yesbank,xi9811@paytm,9709,2022-05-10 16:26:32.000000 UTC,2022-05-10,16,3
321456244226,ad2001@yesbank,xi9811@paytm,9297,2022-03-15 19:12:33.000000 UTC,2022-03-15,19,3
120765466052,ad2001@yesbank,xi9811@paytm,9151,2022-02-15 17:42:26.000000 UTC,2022-02-15,17,3
803866377125,ad2001@yesbank,xi9811@paytm,9708,2022-02-15 08:41:33.000000 UTC,2022-02-15,8,3
788846617166,ad2001@yesbank,xi9811@paytm,17940,2022-09-20 14:21:23.000000 UTC,2022-09-20,14,3
278133111952,ad2001@yesbank,xi9811@paytm,9632,2022-06-14 10:31:26.000000 UTC,2022-06-14,10,3
325959960899,ad2001@yesbank,xi9811@paytm,9120,2022-07-12 10:36:27.000000 UTC,2022-07-12,10,3
531948838348,ad2001@yesbank,xi9811@paytm,9368,2022-09-20 19:32:32.000000 UTC,2022-09-20,19,3
389958915012,ad2001@yesbank,xj8221@paytm,17434,2022-05-17 12:31:34.000000 UTC,2022-05-17,12,3
577584281723,ad2001@yesbank,xj8221@paytm,17144,2022-01-11 13:28:37.000000 UTC,2022-01-11,13,3
820949173057,ad2001@yesbank,xj8221@paytm,17925,2022-01-18 15:33:41.000000 UTC,2022-01-18,15,3
847606787356,ad2001@yesbank,xj8221@paytm,17076,2022-07-19 13:18:35.000000 UTC,2022-07-19,13,3
285478553639,ad2001@yesbank,xj8221@paytm,17902,2022-08-09 10:30:14.000000 UTC,2022-08-09,10,3
726612782342,ad2001@yesbank,xj8221@paytm,17623,2022-01-11 13:24:28.000000 UTC,2022-01-11,13,3
132160465285,ad2001@yesbank,xj8221@paytm,17958,2022-03-15 19:29:23.000000 UTC,2022-03-15,19,3
5031469104,ad2001@yesbank,xj8221@paytm,17677,2022-04-19 19:18:34.000000 UTC,2022-04-19,19,3
535006386509,ad2001@yesbank,xj8221@paytm,17692,2022-02-08 16:24:24.000000 UTC,2022-02-08,16,3
225438278800,ad2001@yesbank,xj8221@paytm,17530,2022-04-12 18:38:32.000000 UTC,2022-04-12,18,3
960696223329,ad2001@yesbank,xj8221@paytm,18079,2022-02-08 12:44:48.000000 UTC,2022-02-08,12,3
354711809135,ad2001@yesbank,xj8221@paytm,17664,2022-10-11 19:41:18.000000 UTC,2022-10-11,19,3
170321495093,ad2001@yesbank,xj8221@paytm,17428,2022-02-15 14:30:33.000000 UTC,2022-02-15,14,3
444852633783,ad2001@yesbank,xj8221@paytm,17133,2022-08-23 13:31:36.000000 UTC,2022-08-23,13,3
230856021389,ad2001@yesbank,xj8221@paytm,18040,2022-08-16 12:53:29.000000 UTC,2022-08-16,12,3
81372922849,ad2001@yesbank,xj8221@paytm,17611,2022-01-18 10:27:30.000000 UTC,2022-01-18,10,3
24049972189,ad2001@yesbank,xj8221@paytm,17579,2022-06-21 19:26:25.000000 UTC,2022-06-21,19,3
473158801017,ad2001@yesbank,xj8221@paytm,17228,2022-05-10 18:47:30.000000 UTC,2022-05-10,18,3
532822671261,ad2001@yesbank,xj8221@paytm,17949,2022-03-22 15:30:31.000000 UTC,2022-03-22,15,3
843436493482,ad2001@yesbank,xj8221@paytm,17628,2022-05-17 19:25:41.000000 UTC,2022-05-17,19,3
152954812597,ad2001@yesbank,xj8221@paytm,17571,2022-05-10 11:36:40.000000 UTC,2022-05-10,11,3
183607989951,ad2001@yesbank,xj8221@paytm,17863,2022-01-11 19:34:26.000000 UTC,2022-01-11,19,3
438264221625,ad2001@yesbank,xj8221@paytm,17249,2022-01-11 15:43:21.000000 UTC,2022-01-11,15,3
104330542935,ad2001@yesbank,xj8221@paytm,17389,2022-07-19 19:40:25.000000 UTC,2022-07-19,19,3
763102744630,ad2001@yesbank,xj8221@paytm,17527,2022-08-09 13:36:29.000000 UTC,2022-08-09,13,3
425085563441,ad2001@yesbank,xj8221@paytm,17544,2022-01-11 18:40:39.000000 UTC,2022-01-11,18,3
822194122042,ad2001@yesbank,xj8221@paytm,17662,2022-10-25 08:36:34.000000 UTC,2022-10-25,8,3
65167296331,ad2001@yesbank,xj8221@paytm,17497,2022-03-22 14:25:34.000000 UTC,2022-03-22,14,3
479758868653,ad2001@yesbank,xj8221@paytm,17974,2022-09-20 14:21:24.000000 UTC,2022-09-20,14,3
527439956520,ad2001@yesbank,xj8221@paytm,17708,2022-02-15 19:26:22.000000 UTC,2022-02-15,19,3
767523420176,ad2001@yesbank,xj8221@paytm,17756,2022-05-03 19:28:32.000000 UTC,2022-05-03,19,3
630643839495,ad2001@yesbank,xj8221@paytm,17812,2022-01-18 18:27:41.000000 UTC,2022-01-18,18,3
671805400366,ad2001@yesbank,xj8221@paytm,17174,2022-05-10 11:46:40.000000 UTC,2022-05-10,11,3
278197904457,ab1001@okicicibank,xm9001@oksbi,14395,2022-04-12 19:33:28.000000 UTC,2022-04-12,19,3
832095938713,ab1001@okicicibank,xm9001@oksbi,14862,2022-05-17 19:24:36.000000 UTC,2022-05-17,19,3
204212689548,ab1001@okicicibank,xm9001@oksbi,14186,2022-09-20 19:35:17.000000 UTC,2022-09-20,19,3
387126226460,ab1001@okicicibank,xm9001@oksbi,14660,2022-04-12 11:28:18.000000 UTC,2022-04-12,11,3
948909599518,ab1001@okicicibank,xm9001@oksbi,14494,2022-04-12 16:38:38.000000 UTC,2022-04-12,16,3
487474146494,ab1001@okicicibank,xm9001@oksbi,14527,2022-04-12 11:37:36.000000 UTC,2022-04-12,11,3
543072798295,ab1001@okicicibank,xm9001@oksbi,14714,2022-03-08 11:28:39.000000 UTC,2022-03-08,11,3
393576887892,ab1001@okicicibank,xm9001@oksbi,14618,2022-10-18 10:43:28.000000 UTC,2022-10-18,10,3
179090989563,ab1001@okicicibank,xm9001@oksbi,14103,2022-04-19 18:22:26.000000 UTC,2022-04-19,18,3
799329504289,ab1001@okicicibank,xm9001@oksbi,14134,2022-10-18 19:37:31.000000 UTC,2022-10-18,19,3
414582697391,ab1001@okicicibank,xm9001@oksbi,14541,2022-06-07 18:26:37.000000 UTC,2022-06-07,18,3
271179082700,ab1001@okicicibank,xm9001@oksbi,14286,2022-06-28 19:31:31.000000 UTC,2022-06-28,19,3
141155642894,ac1001@okaxis,xp9905@oksbi,2953,2022-04-12 14:36:17.000000 UTC,2022-04-12,14,3
566226884089,ac1001@okaxis,xp9905@oksbi,2103,2022-08-09 16:37:31.000000 UTC,2022-08-09,16,3
684291787657,ac1001@okaxis,xp9905@oksbi,3070,2022-06-14 12:27:28.000000 UTC,2022-06-14,12,3
870532209531,ac1001@okaxis,xp9905@oksbi,2529,2022-04-12 19:36:31.000000 UTC,2022-04-12,19,3
613191166926,ac1001@okaxis,xp9905@oksbi,2225,2022-06-21 11:31:27.000000 UTC,2022-06-21,11,3
555576765393,ac1001@okaxis,xp9905@oksbi,2203,2022-01-25 18:14:27.000000 UTC,2022-01-25,18,3
929899229396,ac1001@okaxis,xp9905@oksbi,2456,2022-07-05 10:28:42.000000 UTC,2022-07-05,10,3
347358502643,ac1001@okaxis,xp9905@oksbi,2596,2022-08-23 19:38:28.000000 UTC,2022-08-23,19,3
584344060280,ac1001@okaxis,xp9905@oksbi,2286,2022-06-21 09:21:30.000000 UTC,2022-06-21,9,3
584820429962,ac1001@okaxis,xp9905@oksbi,2584,2022-03-15 16:34:31.000000 UTC,2022-03-15,16,3
881905853488,ac1001@okaxis,xp9905@oksbi,2347,2022-03-15 15:26:10.000000 UTC,2022-03-15,15,3
491097245835,ac1001@okaxis,xp9905@oksbi,2593,2022-08-09 08:26:30.000000 UTC,2022-08-09,8,3
248280270959,ac1001@okaxis,xp9905@oksbi,2526,2022-06-07 18:26:25.000000 UTC,2022-06-07,18,3
720358463771,ac1001@okaxis,xp9905@oksbi,2786,2022-10-11 08:39:20.000000 UTC,2022-10-11,8,3
732975478151,ac1001@okaxis,xp9905@oksbi,2496,2022-02-15 09:30:21.000000 UTC,2022-02-15,9,3
139890159185,ac1001@okaxis,xp9905@oksbi,2465,2022-09-06 11:27:36.000000 UTC,2022-09-06,11,3
973487448033,ac1001@okaxis,xp9905@oksbi,2832,2022-06-14 18:33:18.000000 UTC,2022-06-14,18,3
220777560223,aa1001@okhdfcbank,xd1001@okaxis,8126,2022-08-16 08:20:38.000000 UTC,2022-08-16,8,3
584784798412,aa1001@okhdfcbank,xd1001@okaxis,8324,2022-03-22 15:14:32.000000 UTC,2022-03-22,15,3
12523525159,aa1001@okhdfcbank,xd1001@okaxis,8105,2022-05-17 19:32:21.000000 UTC,2022-05-17,19,3
513379544502,aa1001@okhdfcbank,xd1001@okaxis,8147,2022-02-22 12:37:34.000000 UTC,2022-02-22,12,3
67024734945,aa1001@okhdfcbank,xd1001@okaxis,9037,2022-02-08 18:48:33.000000 UTC,2022-02-08,18,3
696523772229,aa1001@okhdfcbank,xd1001@okaxis,9000,2022-02-22 11:36:24.000000 UTC,2022-02-22,11,3
514761090593,aa1001@okhdfcbank,xd1001@okaxis,8871,2022-08-16 08:32:38.000000 UTC,2022-08-16,8,3
122638089409,aa1001@okhdfcbank,xd1001@okaxis,8802,2022-02-15 15:34:34.000000 UTC,2022-02-15,15,3
19438085488,ad2001@yesbank,xg7611@okaxis,11750,2022-09-13 18:38:20.000000 UTC,2022-09-13,18,3
354389186195,ad2001@yesbank,xg7611@okaxis,11872,2022-02-15 11:46:21.000000 UTC,2022-02-15,11,3
449897894960,ad2001@yesbank,xg7611@okaxis,11212,2022-01-11 19:32:27.000000 UTC,2022-01-11,19,3
388771885954,ad2001@yesbank,xg7611@okaxis,11543,2022-01-18 17:35:34.000000 UTC,2022-01-18,17,3
68943443603,ad2001@yesbank,xg7611@okaxis,11758,2022-09-13 19:19:23.000000 UTC,2022-09-13,19,3
314356652217,ad2001@yesbank,xg7611@okaxis,11641,2022-01-11 18:35:30.000000 UTC,2022-01-11,18,3
348312194793,ad2001@yesbank,xg7611@okaxis,11885,2022-03-15 19:31:26.000000 UTC,2022-03-15,19,3
483400015071,ad2001@yesbank,xg7611@okaxis,11494,2022-04-19 16:40:35.000000 UTC,2022-04-19,16,3
232077226987,ad2001@yesbank,xg7611@okaxis,11459,2022-09-20 19:18:27.000000 UTC,2022-09-20,19,3
471965177449,ad2001@yesbank,xg7611@okaxis,11200,2022-03-15 08:39:38.000000 UTC,2022-03-15,8,3
442811256173,ad2001@yesbank,xg7611@okaxis,11718,2022-05-17 19:38:35.000000 UTC,2022-05-17,19,3
621949942727,ad2001@yesbank,xg7611@okaxis,11660,2022-03-15 18:32:32.000000 UTC,2022-03-15,18,3
949188355009,ad2001@yesbank,xg7611@okaxis,11303,2022-06-14 19:32:40.000000 UTC,2022-06-14,19,3
977365333824,ad2001@yesbank,xg7611@okaxis,11844,2022-08-16 14:46:43.000000 UTC,2022-08-16,14,3
100361162413,ad2001@yesbank,xg7611@okaxis,11188,2022-08-23 19:32:42.000000 UTC,2022-08-23,19,3
336120448112,ad2001@yesbank,xg7611@okaxis,11106,2022-04-12 08:11:36.000000 UTC,2022-04-12,8,3
440022740069,ad2001@yesbank,xg7611@okaxis,12006,2022-02-22 11:31:38.000000 UTC,2022-02-22,11,3
143401178785,ad2001@yesbank,xg7611@okaxis,11523,2022-04-12 16:36:31.000000 UTC,2022-04-12,16,3
326320586404,ad2001@yesbank,xg7611@okaxis,11897,2022-03-15 19:28:33.000000 UTC,2022-03-15,19,3
675012986015,ad2001@yesbank,xg7611@okaxis,11255,2022-03-15 18:37:18.000000 UTC,2022-03-15,18,3
974237733783,ad2001@yesbank,xg7611@okaxis,11573,2022-01-11 12:37:29.000000 UTC,2022-01-11,12,3
316140718759,ad2001@yesbank,xg7611@okaxis,11263,2022-01-11 14:16:36.000000 UTC,2022-01-11,14,3
309314305558,ad2001@yesbank,xg7611@okaxis,11468,2022-04-19 14:26:22.000000 UTC,2022-04-19,14,3
473233395037,ad2001@yesbank,xg7611@okaxis,11104,2022-01-11 19:24:20.000000 UTC,2022-01-11,19,3
512077132828,ab1001@okicicibank,xn9001@okaxis,18883,2022-03-15 14:48:25.000000 UTC,2022-03-15,14,3
29236960565,ab1001@okicicibank,xn9001@okaxis,18514,2022-07-19 18:29:31.000000 UTC,2022-07-19,18,3
348269014740,ab1001@okicicibank,xn9001@okaxis,18666,2022-08-16 13:32:32.000000 UTC,2022-08-16,13,3
758524195272,ab1001@okicicibank,xn9001@okaxis,19076,2022-04-19 17:35:37.000000 UTC,2022-04-19,17,3
446064777136,ab1001@okicicibank,xn9001@okaxis,18607,2022-04-12 08:32:24.000000 UTC,2022-04-12,8,3
67073063883,ab1001@okicicibank,xn9001@okaxis,18380,2022-01-11 19:16:34.000000 UTC,2022-01-11,19,3
808434936864,ab1001@okicicibank,xn9001@okaxis,18375,2022-08-09 16:22:35.000000 UTC,2022-08-09,16,3
623579112185,ab1001@okicicibank,xn9001@okaxis,18084,2022-03-08 12:27:27.000000 UTC,2022-03-08,12,3
333447767965,ab1001@okicicibank,xn9001@okaxis,18808,2022-06-21 14:22:41.000000 UTC,2022-06-21,14,3
954284413750,ab1001@okicicibank,xn9001@okaxis,18295,2022-03-15 19:20:20.000000 UTC,2022-03-15,19,3
986913386732,ab1001@okicicibank,xn9001@okaxis,18403,2022-08-16 14:40:32.000000 UTC,2022-08-16,14,3
539931938356,ab1001@okicicibank,xn9001@okaxis,18585,2022-08-16 08:27:37.000000 UTC,2022-08-16,8,3
31161891236,ab1001@okicicibank,xn9001@okaxis,18055,2022-08-23 19:36:31.000000 UTC,2022-08-23,19,3
146032480928,ab1001@okicicibank,xn9001@okaxis,18135,2022-04-19 08:28:32.000000 UTC,2022-04-19,8,3
264490396579,ab1001@okicicibank,xn9001@okaxis,18860,2022-05-17 15:34:36.000000 UTC,2022-05-17,15,3
482590808744,ab1001@okicicibank,xn9001@okaxis,18099,2022-08-16 18:37:35.000000 UTC,2022-08-16,18,3
824248155184,ab1001@okicicibank,xn9001@okaxis,18951,2022-06-07 15:30:34.000000 UTC,2022-06-07,15,3
484369244174,ab1001@okicicibank,xn9001@okaxis,18302,2022-06-14 17:41:30.000000 UTC,2022-06-14,17,3
209853070903,ab1001@okicicibank,xn9001@okaxis,18701,2022-01-25 19:41:33.000000 UTC,2022-01-25,19,3
513481819266,ab1001@okicicibank,xn9001@okaxis,18172,2022-10-11 11:29:35.000000 UTC,2022-10-11,11,3
355101047349,ac1001@okaxis,xs9905@okaxis,8047,2022-04-12 16:35:35.000000 UTC,2022-04-12,16,3
264198862289,ac1001@okaxis,xs9905@okaxis,7701,2022-02-15 19:29:21.000000 UTC,2022-02-15,19,3
435730182286,ac1001@okaxis,xs9905@okaxis,7247,2022-07-19 17:16:41.000000 UTC,2022-07-19,17,3
448957963541,ac1001@okaxis,xs9905@okaxis,7655,2022-03-08 12:26:28.000000 UTC,2022-03-08,12,3
108242781031,ac1001@okaxis,xs9905@okaxis,7830,2022-01-18 17:32:48.000000 UTC,2022-01-18,17,3
695170954582,ac1001@okaxis,xs9905@okaxis,7881,2022-05-10 19:44:26.000000 UTC,2022-05-10,19,3
528426670587,ac1001@okaxis,xs9905@okaxis,7567,2022-05-17 09:24:14.000000 UTC,2022-05-17,9,3
990258306782,ac1001@okaxis,xs9905@okaxis,7940,2022-07-12 14:28:37.000000 UTC,2022-07-12,14,3
1353025770,ac1001@okaxis,xs9905@okaxis,7877,2022-02-22 19:27:27.000000 UTC,2022-02-22,19,3
677653100945,ac1001@okaxis,xs9905@okaxis,7426,2022-04-19 17:30:29.000000 UTC,2022-04-19,17,3
380864354809,ac1001@okaxis,xs9905@okaxis,7149,2022-09-13 08:17:31.000000 UTC,2022-09-13,8,3
213132276410,ac1001@okaxis,xs9905@okaxis,7551,2022-04-12 18:38:39.000000 UTC,2022-04-12,18,3
358164560628,ac1001@okaxis,xs9905@okaxis,7996,2022-08-23 19:21:28.000000 UTC,2022-08-23,19,3
516418266315,ac1001@okaxis,xs9905@okaxis,7845,2022-09-13 12:26:38.000000 UTC,2022-09-13,12,3
193109691931,ac1001@okaxis,xs9905@okaxis,7169,2022-04-12 19:27:22.000000 UTC,2022-04-12,19,3
786817390503,ac1001@okaxis,xs9905@okaxis,8003,2022-07-12 12:42:23.000000 UTC,2022-07-12,12,3
443226808408,ac1001@okaxis,xs9905@okaxis,7903,2022-06-14 16:39:35.000000 UTC,2022-06-14,16,3
308838093314,ac1001@okaxis,xs9905@okaxis,7457,2022-01-18 10:23:33.000000 UTC,2022-01-18,10,3
953916855034,ac1001@okaxis,xs9905@okaxis,7224,2022-01-11 08:37:23.000000 UTC,2022-01-11,8,3
836543455375,ac1001@okaxis,xs9905@okaxis,7213,2022-09-20 19:26:33.000000 UTC,2022-09-20,19,3
218384722363,ac1001@okaxis,xs9905@okaxis,7735,2022-01-25 19:26:25.000000 UTC,2022-01-25,19,3
681182344480,ac1001@okaxis,xs9905@okaxis,7993,2022-09-13 08:35:31.000000 UTC,2022-09-13,8,3
805435052835,ac1001@okaxis,xs9905@okaxis,7273,2022-09-20 10:32:27.000000 UTC,2022-09-20,10,3
768922227161,ac1001@okaxis,xs9905@okaxis,7063,2022-03-08 16:23:35.000000 UTC,2022-03-08,16,3
